Keywords,Search Location,Job ID,Title,Company,City,Country,Type,Seniority,Posted,Collected Date,Applicants,Employees,Industry,Job URL,Job Description
Data Analyst,European Union,3973364844,"Data Analyst
Data Analyst",TCC Recruitment,Ireland (On-site),N/A,On-site,Entry level,2024-07-19,2024-08-02,0,11,Human Resources Services,https://www.linkedin.com/jobs/search/?currentJobId=3973364844&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
Overview:

We are seeking a detail-oriented and analytical Data Analyst to join our dynamic team. The ideal candidate will have a passion for data, a strong analytical mindset, and the ability to translate complex data into actionable insights. This role is critical in helping our company make informed business decisions and drive strategic initiatives.

Role:

The Data Analyst will be responsible for collecting, processing, and analysing data to support business operations and strategic decision-making. The successful candidate will work closely with various departments to understand their data needs and provide insights that will help improve business performance.

Key Responsibilities: 

 Data Collection and Analysis:
Collect and process data from various sources.
Analyse large datasets to identify trends, patterns, and insights.
Use statistical techniques to interpret data and generate reports.
 Reporting and Visualisation:
Develop and maintain dashboards and reports to track key performance indicators (KPIs).
Present data insights and recommendations to stakeholders in a clear and concise manner.
Create data visualisations to communicate findings effectively.
 Data Management:
Ensure data integrity and accuracy by performing regular data quality checks.
Maintain and update databases as necessary.
Implement data governance best practices to ensure compliance with company policies and regulations.
 Collaboration and Support:
Work closely with various departments to understand their data needs and provide analytical support.
Assist in the development and implementation of data-driven strategies.
Provide training and support to team members on data-related tools and processes.
Requirements: 

 Education and Experience:
Bachelor's degree in Data Science, Statistics, Computer Science, or a related field.
Proven experience as a Data Analyst or in a similar role.
Experience with data collection, analysis, and reporting.
 Technical Skills:
Proficiency in data analysis tools and software such as SQL, Python, R, or similar.
Experience with data visualisation tools such as Tableau, Power BI, or similar.
Strong understanding of statistical analysis and data modelling.
 Analytical Skills:
Excellent problem-solving skills with a strong attention to detail.
Ability to analyse complex datasets and generate actionable insights.
Strong quantitative and qualitative analytical abilities.
 Communication Skills:
Excellent written and verbal communication skills.
Ability to present complex data findings to non-technical stakeholders.
Strong interpersonal skills and the ability to work collaboratively in a team environment.
Skills:

Data Analysis and Interpretation
Statistical Analysis
Data Visualisation
Database Management
Problem-Solving
Attention to Detail
Communication and Presentation
Team Collaboration

This role offers an exciting opportunity to work in a fast-paced environment where your insights can directly impact business decisions. If you are passionate about data and have a proven track record of delivering high-quality analytical work, we would love to hear from you.

Apply now and join our team to help drive data-driven decision-making!"""
Data Analyst,European Union,3989653011,"Data Analyst
Data Analyst",BrainRocket,Limassol,Cyprus,On-site,Mid-Senior level,2024-08-01,2024-08-02,46,501,Software Development,https://www.linkedin.com/jobs/search/?currentJobId=3989653011&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
BrainRocket is a software development company and digital solutions provider. The company has created over 40 cutting-edge products spanning 20 different markets.
Our team of around 670 tech-savvy professionals successfully delivers scalable projects that are custom-made to the customers’ needs.
We also strive to create a culture centered around personal and professional growth for employees, in a positive and welcoming environment.

We are looking for a Data Analyst who will play a critical role in analyzing complex datasets to derive actionable insights, support strategic decision-making, and drive business performance. This position requires a high level of analytical thinking, technical proficiency, and the ability to communicate findings effectively to stakeholders across various departments.

 ✅ Requirements:
A minimum of 2 years experience in a similar role.
Excellent SQL and R or Python.
Strong knowledge of statistical methods and machine learning techniques.
Experience in presentation and knowledge sharing based on data findings.
Proactive, results-driven, and hands-on approach toward problem solving.
Excellent English communication skills.

✅ Responsibilities:
✔Data analysis and interpretation:
Analyze large datasets to identify trends, patterns, and insights.
Interpret complex data sets and present findings in a clear, concise manner.
✔Advanced analytics:
Utilize statistical methods and machine learning techniques to perform predictive and prescriptive analyses.
Develop and implement models to support business decisions.
✔Collaboration:
Work closely with cross-functional teams including Product, designers and VIPs to understand business needs and provide data-driven solutions.
Act as a liaison between the analytics team and other departments to ensure alignment on data initiatives.
✔Mentorship and training:
Mentor junior data analysts and guide best practices in data analysis and reporting.
Conduct training sessions to enhance data literacy across the organization.

✅ We offer excellent benefits, including but not limited to:
📝Official employment in accordance with the laws of Cyprus and the EU, registration of family members.
🏋️‍♂️ Company fitness corner in the office for employees.
🎁 Birthday celebration present.
🍲 Breakfasts and lunches in the office (partially paid by the company).
🏝 Time for proper rest and 24 working days of Annual Vacation.
📚 Opportunity to develop language skills and partial compensation for the cost of language classes.
✈️ Relocation package (tickets, staying in a hotel for 2 weeks).
🧑🏻‍💻Learning and development opportunities and interesting challenging tasks.

Join BrainRocket and rock with us! 🚀"""
Data Analyst,European Union,3985604376,"Junior Data Scientist and Business Intelligence Analyst
Junior Data Scientist and Business Intelligence Analyst with verification",GMV,Tres Cantos,Spain,On-site,Entry level,2024-07-30,2024-08-02,100,1001,IT Services and IT Consulting,https://www.linkedin.com/jobs/search/?currentJobId=3985604376&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
Do you want to face new challenges without giving up the stability of a highly experienced technology group? At GMV…

We are expanding our teams in the technology sector to take on Business Intelligence and Data Science projects

We´ll get to the point; we'll tell you what's not on the web. If you want to know more about us go to GMV website

WHAT CHALLENGE WILL YOU BE TAKING ON?

In our team, you will develop advanced analytics solutions using Business Intelligence (BI) tools and AI models. You will build and maintain Machine Learning models to solve complex problems. Additionally, you will analyze large datasets to identify trends, patterns, and anomalies.

WHAT DO WE NEED IN OUR TEAM?

For this position, we are looking for university graduates (Engineering, Sciences, Computer Science, Business Administration, Statistics, or a related field) with training and interest in AI and BI.

We also value prior experience and knowledge of:

Solid knowledge of SQL and experience with data analysis platforms.
Experience with BI tools: Tibco Spotfire, Power BI.
Experience in building Machine Learning models.
Python and/or R.
Ability to work in a team and communicate effectively with colleagues and clients.

WHAT DO WE OFFER?

🕑 Hybrid working model and 8 weeks per year of teleworking outside your usual geographical area.

💻 Flexible start and finish times, and intensive working hours Fridays and in summer.

🚀 Personalized career plan development, training and language learning support.

🌍 National and international mobility. Do you come from another country? We can offer you a relocation package.

💰 Competitive compensation with ongoing reviews, flexible compensation and discount on brands.

💪Wellbeing program: Health, dental and accident insurance; free fruit and coffee, physical, mental and financialhealth training, and much more!

⚠️ In our recruitment processes you will always have telephone and personal contact, face-to-face or online, with our talent acquisition team. In addition, bank transfers and bank cards will never be requested. If you are contacted through any other process, please write to our team at privacy@gmv.com

❤️We promote equal opportunities in recruitment, and we are committed to inclusion and diversity.

WHAT ARE YOU WAITING FOR? JOIN US

If you have any questions please do not hesitate to contact Sandra Bravo Crespo, in charge of this vacancy.

Sandra Bravo Crespo"""
Data Analyst,European Union,3980684730,"Business Data Analyst Intern
Business Data Analyst Intern",myGwork - LGBTQ+ Business Community,Madrid,Spain,On-site,Internship,2024-07-26,2024-08-02,0,11,"Technology, Information and Internet",https://www.linkedin.com/jobs/search/?currentJobId=3980684730&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
This inclusive employer is a member of myGwork – the largest global platform for the LGBTQ+ business community.  

Job Description

Join us and be part of something extraordinary!. We are seeking a motivated and detail-oriented Business Data Analyst Intern to join our Data & Analytics team. As an intern, you will have the opportunity to work with our experienced team and gain hands-on experience in data analysis and business intelligence.

Responsibilities

Assist in the development, maintenance and validation of dashboards.
Ensure continuity of current analytics tool. Collaborate with team members to define and refine data requirements for various business projects.
Perform data cleaning, transformation, and visualization tasks to support data-driven decision making.
Assist in the creation of reports and dashboards to communicate key findings to stakeholders.
Support the implementation and optimization of data collection and analysis processes.
Engage with business peers to make sure data tools are understood and used.
Collect feedback to ensure product alignment with business needs.
Stay up-to-date with industry trends and best practices in data analysis and business intelligence.

Qualifications

Currently pursuing a Bachelor's degree in Mathematics, Statistics, Computer Science or a related field.
Strong analytical and problem-solving skills with a keen attention to detail.
Proficiency in data analysis tools such as Excel, SQL, and/or Python.
Familiarity with data visualization tools such as Power BI, or similar.
Knowledge of statistical concepts and techniques.
Excellent written and verbal communication skills. Ability to work independently and collaboratively in a team environment.
Prior experience with data analysis or business intelligence is a plus.

Proficiency in Spanish and in English is required for the position.

Current Employees apply HERE

Current Contingent Workers apply HERE

Search Firm Representatives Please Read Carefully 

Merck & Co., Inc., Rahway, NJ, USA, also known as Merck Sharp & Dohme LLC, Rahway, NJ, USA, does not accept unsolicited assistance from search firms for employment opportunities. All CVs / resumes submitted by search firms to any employee at our company without a valid written search agreement in place for this position will be deemed the sole property of our company. No fee will be paid in the event a candidate is hired by our company as a result of an agency referral where no pre-existing agreement is in place. Where agency agreements are in place, introductions are position specific. Please, no phone calls or emails.

Employee Status

Intern/Co-op (Fixed Term)

Relocation:

VISA Sponsorship

Travel Requirements:

Flexible Work Arrangements

Hybrid

Shift

Valid Driving License:

Hazardous Material(s)

Job Posting End Date:

08/12/2024

A job posting is effective until 11:59:59PM on the day BEFORE the listed job posting end date. Please ensure you apply to a job posting no later than the day BEFORE the job posting end date. 

Job Posting End Date:08/12/2024

A job posting is effective until 11:59:59PM on the day BEFORE the listed job posting end date. Please ensure you apply to a job posting no later than the day BEFORE the job posting end date.

Requisition ID:R305455"""
Data Analyst,European Union,3965093737,"Junior Power BI Analyst (Remote, Contract)
Junior Power BI Analyst (Remote, Contract)",INFUSE,Zagreb,Croatia,Remote,Entry level,2024-07-03,2024-08-02,100,1001,Advertising Services,https://www.linkedin.com/jobs/search/?currentJobId=3965093737&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
OUR HIRING PROCESS:

We will review your application against our job requirements. We do not employ machine learning technologies during this phase as we believe every human deserves attention from another human. We do not think machines can evaluate your application quite like our seasoned recruiting professionals—every person is unique. We promise to give your candidacy a fair and detailed assessment.
We may then invite you to submit a video interview for the review of the hiring manager. This video interview is often followed by a test or short project that allows us to determine whether you will be a good fit for the team.
At this point, we will invite you to interview with our hiring manager and/or the interview team. Please note: We do not conduct interviews via text message, Telegram, etc. and we never hire anyone into our organization without having met you face-to-face (or via Zoom). You will be invited to come to a live meeting or Zoom, where you will meet our INFUSE team.
From there on, it's decision time! If you are still excited to join INFUSE and we like you as much, we will have a conversation about your offer. We do not make offers without giving you the opportunity to speak with us live. After all, we consider our team members our family, and we want you to feel comfortable and welcomed.

Are you passionate about transforming data into actionable insights? Do you thrive in a dynamic environment where your analytical skills can make a real impact? Join our team as a Junior Power BI Analyst and embark on an exciting journey to drive data-driven decision-making within our organization. In this role, you will have the opportunity to work with cutting-edge BI tools, collaborate with talented professionals, and contribute to innovative projects that shape our business strategy. If you are eager to grow your career in data analytics and possess a keen eye for detail, we invite you to be part of our forward-thinking team. Unleash your potential and help us unlock the power of data!

Responsibilities:

Design dashboards in Microsoft Power BI and build business intelligence reports according to the needs.

Clean and ensure accuracy and integrity of data; review data for inconsistencies or anomalies.

Maintain dashboards to identify reporting issues or gaps and drive timely resolution.

Prepare clear and concise reports.

Development, optimization, and support of existing analytical reports.

Identify opportunities for improvements.

Implement the best practices in collaboration with other team members.

Requirements:

Strong data visualization (experience with Power BI or similar tools) and presentation skills.

Strong data analysis and problem-solving skills.

Excel knowledge (incl. pivot tables, dashboard creation).

Ability to work with large volumes of data; extrapolate conclusions from a variety of data sources, both quantitative and qualitative.

Strong DAX & SQL knowledge, Python will be an advantage.

English proficiency (Upper Intermediate or higher)"""
Data Analyst,European Union,3965557607,"Digital Data Analyst
Digital Data Analyst",Desigual,Greater Barcelona Metropolitan Area (Hybrid),N/A,On-site,Associate,2024-07-12,2024-08-02,100,1001,Retail Apparel and Fashion,https://www.linkedin.com/jobs/search/?currentJobId=3965557607&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
Estamos buscando un Digital Data Analyst para el equipo Customer Insights para trabajar en el área de Digital en Desigual. La función principal será el desarrollo, análisis, mejora y mantenimiento de dashboards que ayuden en analizar y comprender el negocio.

¿Qué te ofrecemos?

4-day work-week: trabajamos 34 horas dentro de una semana laboral de 4 días para potenciar la creatividad y la conciliación. Además, contamos con flexibilidad horaria de entrada y salida.
Oficinas abiertas al mar: estamos en la Barceloneta frente al Mar Mediterráneo. Las vistas nos inspiran y el entorno nos permite disfrutar de una vida saludable: hacer deporte, llegar en bicicleta o caminando o comer al aire libre.
Podrás flexibilizar tu salario destinándolo a servicios como seguro de salud, transporte, guardería y comida. Además, podrás disfrutar de café, infusiones y fruta fresca cada día.
Desigualiza tu armario: tendrás un 50% de descuento en nuestras colecciones.

Tus funciones principales serán…

Análisis de Métricas Digitales: Recopilar, limpiar y analizar datos de diversas plataformas digitales (Google Analytics, CRM, etc.) para medir el desempeño del negocio y las diferentes campañas.
Optimización del LTV del cliente: Analizar el comportamiento de los usuarios para identificar puntos de fricción y oportunidades de mejora en la experiencia de usuario.
Evaluación de Campañas Digitales: Medir y analizar la efectividad de las campañas de marketing digital (SEM, email marketing, publicidad en redes sociales) y realizar recomendaciones basadas en los datos para optimizar el retorno de inversión (ROI).
Monitoreo y Reportes en Tiempo Real: Configurar y mantener sistemas de monitoreo en tiempo real en Tableau para seguir el rendimiento de las estrategias y generar reportes periódicos para los equipos de digital, proporcionando insights accionables basados en los datos recopilados.
Valorable experiencia con dashboards en Tableau: Crear y mantener dashboards interactivos en Tableau que presenten métricas clave del desempeño (conversiones, tráfico web, engagement) de manera visual y comprensible.

¿Qué buscamos?

Grado en ingeniería, económicas, estadística, matemáticas o similares.
Experiencia con Google Analytics: Conocimiento de Google Analytics para rastrear y analizar métricas de rendimiento del sitio web, comportamiento del usuario y efectividad de las campañas digitales.
Competencia en Microsoft Excel: Sólido conocimiento de Excel, incluyendo el uso de funciones avanzadas, tablas dinámicas y macros para el análisis y presentación de datos.
Habilidades Analíticas y de Resolución de Problemas: Capacidad para interpretar grandes volúmenes de datos, identificar tendencias, detectar problemas y proponer soluciones basadas en los datos.
Conocimientos en Marketing Digital y Comercio Electrónico: Entendimiento de las estrategias y tácticas de marketing digital, así como de las dinámicas del comercio electrónico, para contextualizar y aplicar los insights obtenidos de los datos en iniciativas prácticas y efectivas.
Valorable xperiencia en Herramientas de Análisis de Datos: Dominio de herramientas como Tableau para la creación y mantenimiento de dashboards interactivos. Capacidad para transformar datos complejos en visualizaciones claras y accionables.
Valorable conocimientos Avanzados de SQL: Habilidad para escribir consultas SQL complejas para extraer, manipular y analizar datos de diferentes bases de datos.
Valorable experiencia en optimización de consultas y manejo de grandes volúmenes de datos. Conocimientos de Big Query es un plus."""
Data Analyst,European Union,3987972819,"Data Analyst
Data Analyst",Smart Consulting,Lisbon Metropolitan Area (Hybrid),N/A,On-site,Entry level,2024-08-01,2024-08-02,100,201,IT Services and IT Consulting,https://www.linkedin.com/jobs/search/?currentJobId=3987972819&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
The ideal candidate will use their passion for big data and analytics to provide insights to the business covering a range of topics. They will be responsible for conducting both recurring and ad hoc analysis for business users. 
 Responsibilities
Understand the day-to-day issues that our business faces, which can be better understood with data
Compile and analyze data related to business' issues
Develop clear visualizations to convey complicated data in a straightforward fashion
POWER BI Expert 

Qualifications

Bachelor's or Master's degree in Statistics or Applied Mathematics or equivalent experience
1 - 2 years' Data Analysis experience
Proficient in SQL"""
Data Analyst,European Union,3987551466,"Data Analyst
Data Analyst",NOEWE,Vilnius,Lithuania,On-site,Entry level,2024-07-31,2024-08-02,64,51,Professional Services,https://www.linkedin.com/jobs/search/?currentJobId=3987551466&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
WHO WE ARE?
NOEWE group — one of the major professional service providers in the Lithuanian market — offers a portfolio of services in financial planning, legal, tax, business consulting, accounting services, as well as asset and wealth management.

Being a part of the NOEWE group, Management Consulting team offer one-stop-shop services in strategic assistance, and the solutions required for the implementation of these strategies. Every situation is unique. Our task is to understand client's challenges, or in some cases to leverage our experience in order to identify them. And because we are not bound by any conflicts of interest (as global professional service networks are) we always openly share our strategic vision, bold insights and solutions.

📢 We are looking forward to welcome a new Management Consulting team member - Data Analyst to work from our office in Vilnius!

JOIN US IF YOU:
Are smart, result-driven, and have a strong analytical mindset
Have a background in data analysis and statistical methods
Have experience in data visualization and creating insightful reports
Can identify trends, patterns, and insights from complex data sets
Want to help our clients by analyzing data, providing insights, and supporting data-driven decision-making
Are fluent in English and Lithuanian languages

IDEALLY YOU HAVE:
University degree in Data Science, Information Technology, Mathematics, Economics or similar
Are proficient in data analysis tools and software (e.g., Excel, SQL, Python, R, Tableau)
1-2 years of relevant work experience

OUR INPUT FOR YOUR WELLBEING:
Interesting and diverse experience in the field of management consulting – challenging projects across many different functional areas and industries
Continuous learning, personal and professional development
Opportunity to work with top managers and key decision makers
Opportunity to join forces and become a part of a team of experts
Friendly, supportive, and exceptional working environment (fresh & new “D9-Artsy office“)
Personalized motivational system (referral bonuses, sick days, additional vacation days, budget for professional training and development, health insurance, etc.)
Remote work possibility

SALARY 1650-2200 EUR Gross per month

Confidentiality guaranteed. Only selected candidates will be contacted.
When you apply to a job (and / or internship) position, you agree, that the personal data contained in your application (CV) will be processed by Noewe. Your personal data will be processed for the purposes of managing recruitment related activities and will be stored for a period of 3 years in order to contact you about future job / internship opportunities in Lewben group. If you want to withdraw your consent for using your above-mentioned data, please inform us via E-mail: privacy@noewe.eu. For more information how we will process your data and about your rights, please see our policy available at https://noewe.eu/legal-information/privacy-policy/."""
Data Analyst,European Union,3981989885,"Business & Data Analyst
Business & Data Analyst",Foxintelligence,Paris,France,On-site,Associate,2024-07-26,2024-08-02,100,51,Market Research,https://www.linkedin.com/jobs/search/?currentJobId=3981989885&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
Foxintelligence recherche un(e) Business & Data Analyst pour rejoindre le pôle New Verticals de l'équipe Digital & New Verticals.

Au sein de l'équipe Digital & New Verticals, l'objectif du pôle New Verticals est de lancer et développer des nouvelles industries qui n'ont pas encore atteint leur stade de maturité, comme le Gaming, le Buy-Now-Pay-Later ou le Travel. Cela inclut l'exploration et le nettoyage des données, l'identification et le développement de use-cases pertinents, ainsi que la construction et l'amélioration de produits répondant aux besoins du marché.

Au sein de ce pôle New Verticals, tu seras responsable des analyses business sur l'ensemble des nouvelles verticales, et contribueras activement au développement de la verticale Travel.

Tu seras amené à travailler en étroite collaboration avec les équipes data, marketing et growth.

Tes responsabilités au quotidien :

 Business & data analysis pour répondre aux enjeux marketing et commerciaux 
Créer des insights pertinents sur nos nouvelles industries (BNPL, Gaming, Travel) pour alimenter nos webinars, nos publications marketing et nos présentations commerciales
Réaliser des analyses data pour répondre aux besoins et questions des prospects lors des discussions commerciales
 Relation client et compréhension des problématiques client 
Participer aux échanges et aux workshops avec les prospects pour comprendre leurs problématiques et participer ainsi à l'amélioration continue de nos produits
Developper et maintenir des relations solides avec les clients actuels et futurs de la verticale travel
 Data et développement produit 
Collaborer efficacement avec les équipes data pour assurer la qualité des données, developper des nouveaux enrichissements et créer des nouveaux use-cases
Faire évoluer notre produit dashboard Travel en fonction des retours clients et des besoins du marché, dans l'optique de l'ajouter in fine dans notre produit SaaS, en collaboration avec notre équipe product

Requirements

Compétences nécessaires (ce qu'il te faut pour réussir sur ce poste):

Soft skills:

Esprit analytique et structuré
Enthousiaste face aux défis et à l'aise avec des problèmes nouveaux et complexes
Envie d'apprendre, de contribuer spontanément à son environnement et d'aider l'équipe à s'améliorer
Passionné(e) par les sujets data et leur application pour résoudre des problématiques business


Hard skills:

Capacité à comprendre rapidement les problématiques business et à générer des insights pertinents grâce à des compétences avancées en data, acquises par une expérience pertinente (auto formation, projet perso, etc) ou par une formation adaptée (école de commerce avec parcours avancée en data, grande école d'ingénieur ou équivalent à l'étranger)
Capacité à gérer simultanément plusieurs projets ayant des temporalités et enjeux variés, ainsi qu'à collaborer avec divers interlocuteurs internes, notamment les équipes data, marketing et growth
Bonne maîtrise de SQL
Bonne maitrise de PowerPoint
Des compétences en Tableau sont un plus !


Expérience:

Tu as une première expérience d'au moins 1 an en business analyse, data, ou product acquise en entreprise ou en cabinet de conseil
De l'experience en développement de relations clients est un atout !


Ladies Les études montrent que les femmes ont moins tendance à postuler à une offre d'emploi quand elles n'ont pas toutes les qualifications. Ladies, ne vous mettez pas de barrière et donnez nous la chance de nous faire notre propre avis, nous serons toujours ravis d'échanger avec vous ! Si notre raison d'être vous parle, postulez !

Self made data lovers Les diplômes c'est bien, les skills c'est mieux et l'expérience t'en donne. Aucun diplôme n'est requis chez nous, ce sont les compétences et l'énergie qui comptent !

Benefits

Recruitment process

 Round 0 : entretien (fit) avec notre Head of People
 Round 1 : entretien avec la manager de l'équipe
Test technique / Etude de cas
 Round 2: entretien avec notre head of e-commerce


Avantages/ce que nous offrons : 

Salaire et variable compétitifs
Remote friendly 
Bonus Cooptation
Bonne assurance santé ( prise en charge à 90%)
Titres restaurants (swile) : pris en charge à 60% par Fox
Titre de transport pris en charge à 50%
Système de crèche subventionné par Fox
Culture forte et pratiques de management à la pointe (stratégie et résultats financiers transparents, feedback 360, grille de salaire innovante et transparente etc.)"""
Data Analyst,European Union,3904073663,"Data Analyst
Data Analyst with verification",Eurofirms Group | People first,Madrid,Spain,On-site,Associate,N/A,2024-08-02,100,1001,Human Resources Services,https://www.linkedin.com/jobs/search/?currentJobId=3904073663&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
¡Hola! ¿Ya nos hemos presentado? Somos Eurofirms Group, una empresa de Recursos Humanos en la que los humanos somos muchísimo más que recursos. Somos la 1ª empresa nacional del sector y llevamos más de 30 años trabajando con un mismo propósito: mejorar la vida de las personas creando un entorno en el que poder brillar.

En Eurofirms Group creemos en el talento único de cada persona y sabemos que la diversidad aporta valor a los equipos, impulsando organizaciones más innovadoras, creativas y eficientes. Por eso, de acuerdo con nuestra cultura People first, trabajamos para generar entornos laborales inclusivos en los que cada individuo pueda crecer y desarrollar su mejor versión. Asimismo, buscamos actuar como agentes de cambio para promover la igualdad de oportunidades en nuestro entorno, fomentando el respeto y apostando por la diversidad en todas sus formas.
Seas como seas y sientas como sientas, en Eurofirms Group tendrás un sitio para brillar.

¿Deseas unirte a una empresa que crece y evoluciona constantemente? En Eurofirms seleccionamos a Data Analyst para formar parte del área IT en nuestra oficina de Madrid.

¿Qué harás?
Tu misión principal será la de habilitar la toma de decisiones de negocio informadas mediante datos e información.
Entre tus funciones, te ocuparás de las siguientes tareas:
Diseñar una solución basada en datos a las preguntas de negocio planteadas.
Trabajar con el resto del equipo de datos (Data Engineers y Data Scientists) para implementar las soluciones propuestas.
Elaborar informes y cuadros de mando mediante herramientas de Business Intelligence, destinados a las demás funciones de negocio que consuman la información.
Realizar extracciones de datos a medida que responden a necesidades puntuales de información.

¿Qué esperamos de ti?
Buscamos una persona con una buena comunicación y buena capacidad de escucha, con atención al detalle y orientado al servicio. Alguien proactivo y autónomo.

Aptitudes necesarias:
Interlocución con diversos niveles organizativos y diversas áreas funcionales.
Capacidad de traducir del lenguaje de negocio al técnico y viceversa.
Pensamiento estratégico y orientado a sistemas.
Interpretar y asimilar información fragmentada.
Construir historias relevantes a partir de la información contenida en los datos.

Requisitos:
Herramientas y conceptos de Business Intelligence (Microsoft, Tableau, QlikSense o similares)
Herramientas de scripting en herramientas de Business Intelligence (SSAS, DAX, Qlik scripting…)
Conocimientos de visualización de datos y visual storytelling (Power BI, Informes SSRS o similares)
Conceptos de modelado de datos e información
Bases de datos y SQL
Hojas de cálculo y tablas dinámicas (Excel)

Se valorará:
Aportar experiencia en herramientas de ETL (SSIS, Power Query, Talend, Informatica Power Center, …)
Tener conocimientos adicionales de programación.
Idioma inglés.

¿Qué ventajas tiene trabajar en una empresa People first?
En Eurofirms Group te ofrecemos el mejor entorno y condiciones para que puedas brillar tanto en tu vida profesional como en la personal.

Un trabajo que hace de la conciliación una realidad:
Tarde libre semanal.
Retribución flexible para ahorrar en tus gastos de manutención, transporte, guardería o seguro médico a través de Cobee.

Tu salud, y la de los tuyos, es lo primero:
Mutua de salud gratuita y con descuentos para tu familia, a partir de los 2 años en Eurofirms
Descuento del 50% en la cuota de múltiples gimnasios disponibles en la app AndJoy.

A tu lado en los momentos especiales:
Día libre el día de tu cumpleaños.

Si te apasiona el mundo de la innovación y la tecnología, esta es tu oportunidad para crecer en la primera empresa nacional de recursos humanos. ¡Únete a nuestro equipo EurofirmsIT!"""
Data Analyst,European Union,3965901116,"Global Franchising Data Analyst
Global Franchising Data Analyst with verification",KIKO MILANO,Bergamo,Italy,On-site,Associate,2024-07-05,2024-08-02,100,5001,Personal Care Product Manufacturing,https://www.linkedin.com/jobs/search/?currentJobId=3965901116&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=100,"""About the job
The Company
KIKO MILANO was founded in 1997 in Milan and since then has revolutionized how cosmetics are sold globally. We thrive to offer an incredible variety of products, textures & colours, a multi-sensorial experience in innovative technology yet always at an affordable price. Based in Italy, and truthful to its DNA, KIKO MILANO takes advantage of combining trustworthy quality, creativity and stunning aesthetics.

Your role at KIKO MILANO
We are looking for a Global Franchising Data Analyst to join KIKO MILANO’s Global Franchising Function, reporting directly to our Global Franchising Director.
Such talent will analyze data and provide recommendations to drive the development of Franchising channel at global level.

In particular, is required:
Maintaining and preprocessing structured databases of Franchising data (KPIs and Products);
Processing, cleansing, and validating the integrity of data to be used for analysis;
Extracting usable data – from both online and offline sources - in standardized but yet flexible reports;
Interacting with the partners in order to give them tools for analyzing and validate data;
Creating new insightful views and dashboard to display correctly the business information, analyzing large amounts of information;
Presenting results in a clear manner (throughout defined scheduled templates or ad hoc requests);
Proposing improvement opportunities to Franchising reports;
Supporting with analysis and guidance for strategic and operational decisions;
Collaborating closely with some specific global functions towards a lean and efficient organization;
Constantly dialoguing (weekly calls) with Partners on retail Results and context.


What you will need to succeed
Bachelor’s degree in Business Management/ Economics/ Technology/ Data Science
At least 3 years experience in an analytical or data analysis role
Consulting company background is a nice to have
Advanced knowledge of Microsoft Office, in particular Excel
Advanced knowledge of PowerQuery, VBA, Power Pivot
Experience with SQL and Python for reporting and automation preferred
Fluent in English
   We would love if you had
Excellent communication and influencing skills with experience of building relationships across an organisation
A solution-orientated mindset with the ability to work accurately at pace
Openness to a culture of continuous feedback
Team player attitude
Experience in working in a fast-paced environment
Ability to multi-task and be action oriented

KIKO si impegna ad ampliare i propri sforzi per garantire le Pari Opportunità e dedica una particolare attenzione all’integrazione delle persone con disabilità all’interno dell’azienda. Tutte le posizioni aperte in KIKO sono rivolte anche ai candidati appartenenti alle Categorie Protette l.68/99. I dati verranno trattati esclusivamente ai fini di Ricerca del Personale. Leggi l'informativa privacy riportata al link http://recruiting-italy.kikocosmetics.com/info.pdf"""
